Question,Answer
맨유의 1군 선수들 알려줘,"1 알타이 바이은드르 (Altay Bayındır) 골키퍼 (GK) 튀르키예 1998.04.14 2023~2027
2 빅토르 린델뢰프 (Victor Lindelöf) 수비수 (DF) 스웨덴 1994.07.17 2017~2025
5 해리 매과이어 (Harry Maguire) 수비수 (DF) 잉글랜드 1993.03.05 2019~2025
6 리산드로 마르티네스 (Lisandro Martínez) 수비수 (DF) 아르헨티나 1998.01.18 2022~2027
7 메이슨 마운트 (Mason Mount) 미드필더 (MF) 잉글랜드 1999.01.10 2023~2028
8 브루노 페르난데스 (Bruno Fernandes) 미드필더 (MF) 포르투갈 1994.09.08 2020~2027
9 앙토니 마르시알 (Anthony Martial) 포워드 (FW) 프랑스 1995.12.05 2015~2024
10 마커스 래시포드 (Marcus Rashford) 포워드 (FW) 잉글랜드 1997.10.31 2016~2028
11 라스무스 호일룬 (Rasmus Højlund) 포워드 (FW) 덴마크 2003.02.04 2023~2028
12 타이럴 말라시아 (Tyrell Malacia) 수비수 (DF) 네덜란드 1999.08.17 2022~2026
14 크리스티안 에릭센 (Christian Eriksen) 미드필더 (MF) 덴마크 1992.02.14 2022~2025
16 아마드 디알로 (Amad Diallo) 미드필더 (MF) 코트디부아르 2002.07.11 2020~2025
17 알레한드로 가르나초 (Alejandro Garnacho) 포워드 (FW) 아르헨티나 2004.07.01 2022~2028
18 카세미루 (Casemiro) 미드필더 (MF) 브라질 1992.02.23 2022~2026
19 라파엘 바란 (Raphaël Varane) 수비수 (DF) 프랑스 1993.04.25 2021~2025
20 디오구 달로트 (Diogo Dalot) 수비수 (DF) 포르투갈 1999.03.18 2018~2028
21 안토니 (Antony) 포워드 (FW) 브라질 2000.02.24 2022~2027
22 톰 히튼 (Tom Heaton) 골키퍼 (GK) 잉글랜드 1986.04.15 2021~2025
23 루크 쇼 (Luke Shaw) 수비수 (DF) 잉글랜드 1995.07.12 2014~2027
24 안드레 오나나 (André Onana) 골키퍼 (GK) 카메룬 1996.04.02 2023~2028
29 아론 완비사카 (Aaron Wan-Bissaka) 수비수 (DF) 잉글랜드 1997.11.26 2019~2025
35 조니 에반스 (Jonny Evans) 수비수 (DF) 북아일랜드 1988.01.03 2023~2024
37 코비 마이누 (Kobbie Mainoo) 미드필더 (MF) 잉글랜드 2005.04.19 2022~2027
39 스콧 맥토미니 (Scott McTominay) 미드필더 (MF) 스코틀랜드 1996.12.08 2017~2025"
1958년 스웨덴 월드컵의 에이스는 누구야?,1958년도 에이스 선수들은 Bobby Charlton - Midfielder과 Roger Byrne - Defender 그리고 Dudley Lofthouse - Forward 입니다.
1958년 스웨덴 월드컵 에이스는?,1958년도 에이스 선수들은 Bobby Charlton - Midfielder과 Roger Byrne - Defender 그리고 Dudley Lofthouse - Forward 입니다.
1958년 스웨덴 월드컵의 에이스는 누구야?,1958년도 에이스 선수들은 보비 찰튼 - Midfielder과 로저 번 - Defender 그리고 데들리 로프하우스 - Forward 입니다.
1958년 스웨덴 월드컵 에이스는?,1958년도 에이스 선수들은 보비 찰튼 - Midfielder과 로저 번 - Defender 그리고 데들리 로프하우스 - Forward 입니다.
1966년 잉글랜드 월드컵 에이스는 누구야?,1966년도 잉글랜드 월드컵 에이스 선수는 Bobby Charlton - Midfielder과 Nobby Stiles - Midfielder 입니다.
1966년 잉글랜드 월드컵 에이스는?,1966년도 잉글랜드 월드컵 에이스 선수는 Bobby Charlton - Midfielder과 Nobby Stiles - Midfielder 입니다.
1970년 멕시코 월드컵 에이스는 누구야?,1970년도 멕시코 월드컵 에이스 선수는 Bobby Charlton - Midfielder 과 Nobby Stiles - Midfielder 두 선수가 있습니다.
1970년 멕시코 월드컵 에이스는?,1970년도 멕시코 월드컵 에이스 선수는 Bobby Charlton - Midfielder 과 Nobby Stiles - Midfielder 두 선수가 있습니다.
1982년 스페인 월드컵 에이스는 누구야?,1982년도 스페인 월드컵 에이스 선수는 Bryan Robson - Midfielder 과 Ray Wilkins - Midfielder 두 선수가 있습니다.
1982년 스페인 월드컵 에이스는?,1982년도 스페인 월드컵 에이스 선수는 Bryan Robson - Midfielder 과 Ray Wilkins - Midfielder 두 선수가 있습니다.
1986년 멕시코 월드컵 에이스는 누구야?,1986년도 멕시코 월드컵 에이스 선수는 Norman Whiteside - Forward 과 Bryan Robson - Midfielder 두 선수가 있습니다.
1986년 멕시코 월드컵 에이스는?,1986년도 멕시코 월드컵 에이스 선수는 Norman Whiteside - Forward 과 Bryan Robson - Midfielder 두 선수가 있습니다.
1990년 이탈리아 월드컵 에이스는 누구야?,1990년도 이탈리아 월드컵 에이스 선수는 Bryan Robson - Midfielder 과 Gary Pallister - Defender 두 선수가 있습니다.
1990년 이탈리아 월드컵 에이스는?,1990년도 이탈리아 월드컵 에이스 선수는 Bryan Robson - Midfielder 과 Gary Pallister - Defender 두 선수가 있습니다.
1994년 미국 월드컵 에이스는 누구야?,1994년도 미국 월드컵 에이스 선수는 Eric Cantona - Forward 와Roy Keane - Midfielder 두 선수가 있습니다.
1994년 미국 월드컵 에이스는?,1994년도 미국 월드컵 에이스 선수는 Eric Cantona - Forward 와Roy Keane - Midfielder 두 선수가 있습니다.
1998년 프랑스 월드컵 에이스는 누구야?,1998년도 프랑스 월드컵 에이스 선수는 David Beckham - Midfielder 와 Roy Keane - Midfielder 두 선수가 있습니다.
1998년 프랑스 월드컵 에이스는?,1998년도 프랑스 월드컵 에이스 선수는 David Beckham - Midfielder 와 Roy Keane - Midfielder 두 선수가 있습니다.
2002년 한일 월드컵 에이스 선수는?,2002년도 한일 월드컵 에이스 선수는 David Beckham - Midfielder 와 Paul Scholes - Midfielder 그리고 Rio Ferdinand - Defender 있습니다.
2002년 한일 월드컵 에이스 선수는 누구야?,2002년도 한일 월드컵 에이스 선수는 David Beckham - Midfielder 와 Paul Scholes - Midfielder 그리고 Rio Ferdinand - Defender 있습니다.
2010년 남아공 월드컵 에이스 선수는 누구야?,2010년도 남아공 월드컵 에이스 선수는 Wayne Rooney - Forward 와 Park Ji-sung - Midfielder 그리고 Nemanja Vidić - Defender 있습니다
2010년 남아공 월드컵 에이스 선수는?,2010년도 남아공 월드컵 에이스 선수는 Wayne Rooney - Forward 와 Park Ji-sung - Midfielder 그리고 Nemanja Vidić - Defender 있습니다
2014년 브라질 월드컵 에이스 선수는 누구야?,2014년도 브라질 월드컵 에이스 선수는 Robin van Persie - Forward 와 Wayne Rooney - Forward 그리고 David de Gea - Goalkeeper 있습니다.
2014년 브라질 월드컵 에이스 선수는?,2014년도 브라질 월드컵 에이스 선수는 Robin van Persie - Forward 와 Wayne Rooney - Forward 그리고 David de Gea - Goalkeeper 있습니다.
2018년 러시아 월드컵 에이스 선수는 누구야?,2018년도 러시아 월드컵 에이스 선수는 Paul Pogba - Midfielder 와 Romelu Lukaku - Forward 그리고 David de Gea - Goalkeeper 있습니다.
2018년 러시아 월드컵 에이스 선수는?,2018년도 러시아 월드컵 에이스 선수는 Paul Pogba - Midfielder 와 Romelu Lukaku - Forward 그리고 David de Gea - Goalkeeper 있습니다.
2022년 카타르 월드컵 에이스 선수는 누구야?,2022년도 카타르 월드컵 에이스 선수는 Bruno Fernandes - Midfielder 와 Marcus Rashford - Forward 그리고Raphaël Varane - Defender 있습니다.
2022년 카타르 월드컵 에이스 선수는?,2022년도 카타르 월드컵 에이스 선수는 Bruno Fernandes - Midfielder 와 Marcus Rashford - Forward 그리고Raphaël Varane - Defender 있습니다.
토트넘의 정식명칭은 뭐야?,토트넘의 정식명칭은 Tottenham Hotspur Football Club입니다.
토트넘의 이름이 뭐야?,토트넘의 정식명칭은 Tottenham Hotspur Football Club입니다.
토트넘의 영어이름은 뭐야?,토트넘의 정식명칭은 Tottenham Hotspur Football Club입니다.
토트넘의 약칭은 뭐야?,토트넘의 약칭은 Spurs입니다.
토트넘의 별칭은 뭐야?,"""토트넘의 별칭은 스퍼스 (Spurs), 릴리화이트 (Lilywhites)입니다."""
토트넘의 별명은 뭐야?,"""토트넘의 별칭은 스퍼스 (Spurs), 릴리화이트 (Lilywhites)입니다."""
토트넘의 창단일은 언제야?,토트넘의 창단일은 1882년 9월 5일입니다.
토트넘은 언제 만들어졌어?,토트넘의 창단일은 1882년 9월 5일입니다.
토트넘의 홈구장은 어디야?,토트넘의 홈구장은 토트넘 홋스퍼 스타디움 (Tottenham Hotspur Stadium)입니다.
토트넘의 라이벌은 누구야?,"토트넘의 라이벌은 아스널 FC, 첼시 FC, 웨스트 햄 유나이티드 FC입니다."
토트넘의 라이벌은 어디야?,"토트넘의 라이벌은 아스널 FC, 첼시 FC, 웨스트 햄 유나이티드 FC입니다."
토트넘의 창립자는 누구야?,토트넘의 창립자는 학생 그룹이었습니다.
토트넘을 만든 사람은 누구야?,토트넘의 창립자는 학생 그룹이었습니다.
토트넘의 구단주는 누구야?,토트넘의 구단주는 ENIC 그룹의 조 루이스와 대니얼 레비입니다.
토트넘의 회장은 누구야?,토트넘의 회장은 대니얼 레비(Daniel Levy)입니다.
토트넘의 단장은 누구야?,토트넘의 단장은 파비오 파라티치(Fabio Paratici)입니다.
토트넘의 감독은 누구야?,토트넘의 감독은 앙제 포스테코글루(Ange Postecoglou)입니다.
토트넘의 주장은 누구야?,토트넘의 주장은 휴고 요리스(Hugo Lloris)입니다.
토트넘의 선수목록을 알려줘,"""토트넘의 선수목록입니다. 1. 휴고 요리스(Hugo Lloris) 2. 페드로 포로(Pedro Porro) 3. 세르히오 레길론(Sergio Reguilon) 4. 크리스티안 로메로(Cristian Romero) 5. 피에르-에밀 호이비에르(Pierre-Emile Hojbjerg) 6. 다빈손 산체스(Davinson Sanchez) 7. 손흥민(Heung-Min Son) 8. 이브 비수마(Yves Bissouma) 9. 리차를리송(Richarlison) 10. 해리 케인(Harry Kane) 11. 브라이언 힐(Bryan Gil) 12. 에메르송 로얄(Emerson Royal) 14. 이반 페리시치(Ivan Perisic) 15. 에릭 다이어(Eric Dier) 16. 아마드 디알로(Amad Diallo) 17. 크리스티안 에릭센(Christian Eriksen) 18. 지오반니 로 셀소(Giovani Lo Celso) 19. 라이언 세세뇽(Ryan Sessegnon) 20. 프레이저 포스터(Fraser Forster) 21. 데얀 쿨루세브스키(Dejan Kulusevski) 22. 올리버 스킵(Oliver Skipp) 23. 페페 마타 사르(Pape Matar Sarr) 24. 벤 데이비스(Ben Davies) 25. 제드 스펜스(Jed Spence) 26. 다이니엘 스카를렛(Dane Scarlett) 27. 루카스 모우라(Lucas Moura) 30. 로드리고 벤탄쿠르(Rodrigo Bentancur) 31. 마르쿠스 에드워즈(Marcus Edwards) 33. 벤 탕가나(Ben Tangana) 34. 제이컵 라이트(Jacob Wright) 36. 마텔 에카멘(Martel Ekanem)"""
토트넘 선수목록,"""토트넘의 선수목록입니다. 1. 휴고 요리스(Hugo Lloris) 2. 페드로 포로(Pedro Porro) 3. 세르히오 레길론(Sergio Reguilon) 4. 크리스티안 로메로(Cristian Romero) 5. 피에르-에밀 호이비에르(Pierre-Emile Hojbjerg) 6. 다빈손 산체스(Davinson Sanchez) 7. 손흥민(Heung-Min Son) 8. 이브 비수마(Yves Bissouma) 9. 리차를리송(Richarlison) 10. 해리 케인(Harry Kane) 11. 브라이언 힐(Bryan Gil) 12. 에메르송 로얄(Emerson Royal) 14. 이반 페리시치(Ivan Perisic) 15. 에릭 다이어(Eric Dier) 16. 아마드 디알로(Amad Diallo) 17. 크리스티안 에릭센(Christian Eriksen) 18. 지오반니 로 셀소(Giovani Lo Celso) 19. 라이언 세세뇽(Ryan Sessegnon) 20. 프레이저 포스터(Fraser Forster) 21. 데얀 쿨루세브스키(Dejan Kulusevski) 22. 올리버 스킵(Oliver Skipp) 23. 페페 마타 사르(Pape Matar Sarr) 24. 벤 데이비스(Ben Davies) 25. 제드 스펜스(Jed Spence) 26. 다이니엘 스카를렛(Dane Scarlett) 27. 루카스 모우라(Lucas Moura) 30. 로드리고 벤탄쿠르(Rodrigo Bentancur) 31. 마르쿠스 에드워즈(Marcus Edwards) 33. 벤 탕가나(Ben Tangana) 34. 제이컵 라이트(Jacob Wright) 36. 마텔 에카멘(Martel Ekanem)"""
토트넘의 1번,토트넘의 1번은 휴고 요리스(Hugo Lloris)입니다.
토트넘의 1번은 누구야,토트넘의 1번은 휴고 요리스(Hugo Lloris)입니다.
토트넘의 2번,토트넘의 2번은 페드로 포로(Pedro Porro)입니다.
토트넘의 2번은 누구야,토트넘의 2번은 페드로 포로(Pedro Porro)입니다.
토트넘의 3번,토트넘의 3번은 세르히오 레길론(Sergio Reguilon)입니다.
토트넘의 3번은 누구야,토트넘의 3번은 세르히오 레길론(Sergio Reguilon)입니다.
토트넘의 4번,토트넘의 4번은 크리스티안 로메로(Cristian Romero)입니다.
토트넘의 4번은 누구야,토트넘의 4번은 크리스티안 로메로(Cristian Romero)입니다.
토트넘의 5번,토트넘의 5번은 피에르-에밀 호이비에르(Pierre-Emile Hojbjerg)입니다.
토트넘의 5번은 누구야,토트넘의 5번은 피에르-에밀 호이비에르(Pierre-Emile Hojbjerg)입니다.
토트넘의 7번,토트넘의 7번은 손흥민(Heung-Min Son)입니다.
토트넘의 7번은 누구야,토트넘의 7번은 손흥민(Heung-Min Son)입니다.
토트넘의 8번,토트넘의 8번은 이브 비수마(Yves Bissouma)입니다.
토트넘의 8번은 누구야,토트넘의 8번은 이브 비수마(Yves Bissouma)입니다.
토트넘의 10번,토트넘의 10번은 해리 케인(Harry Kane)입니다.
토트넘의 10번은 누구야,토트넘의 10번은 해리 케인(Harry Kane)입니다.
토트넘의 11번,토트넘의 11번은 브라이언 힐(Bryan Gil)입니다.
토트넘의 11번은 누구야,토트넘의 11번은 브라이언 힐(Bryan Gil)입니다.
토트넘의 12번,토트넘의 12번은 에메르송 로얄(Emerson Royal)입니다.
토트넘의 12번은 누구야,토트넘의 12번은 에메르송 로얄(Emerson Royal)입니다.
토트넘의 14번,토트넘의 14번은 이반 페리시치(Ivan Perisic)입니다.
토트넘의 14번은 누구야,토트넘의 14번은 이반 페리시치(Ivan Perisic)입니다.
토트넘의 15번,토트넘의 15번은 에릭 다이어(Eric Dier)입니다.
토트넘의 15번은 누구야,토트넘의 15번은 에릭 다이어(Eric Dier)입니다.
토트넘의 16번,토트넘의 16번은 아마드 디알로(Amad Diallo)입니다.
토트넘의 16번은 누구야,토트넘의 16번은 아마드 디알로(Amad Diallo)입니다.
토트넘의 18번,토트넘의 18번은 지오반니 로 셀소(Giovani Lo Celso)입니다.
토트넘의 18번은 누구야,토트넘의 18번은 지오반니 로 셀소(Giovani Lo Celso)입니다.
토트넘의 19번,토트넘의 19번은 라이언 세세뇽(Ryan Sessegnon)입니다.
토트넘의 19번은 누구야,토트넘의 19번은 라이언 세세뇽(Ryan Sessegnon)입니다.
토트넘의 24번,토트넘의 24번은 벤 데이비스(Ben Davies)입니다.
토트넘의 24번은 누구야,토트넘의 24번은 벤 데이비스(Ben Davies)입니다.
토트넘의 25번,토트넘의 25번은 제드 스펜스(Jed Spence)입니다.
토트넘의 25번은 누구야,토트넘의 25번은 제드 스펜스(Jed Spence)입니다.
토트넘의 27번,토트넘의 27번은 루카스 모우라(Lucas Moura)입니다.
토트넘의 27번은 누구야,토트넘의 27번은 루카스 모우라(Lucas Moura)입니다.
토트넘의 30번,토트넘의 30번은 로드리고 벤탄쿠르(Rodrigo Bentancur)입니다.
토트넘의 30번은 누구야,토트넘의 30번은 로드리고 벤탄쿠르(Rodrigo Bentancur)입니다.
토트넘의 31번,토트넘의 31번은 마르쿠스 에드워즈(Marcus Edwards)입니다.
토트넘의 31번은 누구야,토트넘의 31번은 마르쿠스 에드워즈(Marcus Edwards)입니다.
토트넘의 41번,토트넘의 41번은 벤 탕가나(Ben Tangana)입니다.
토트넘의 41번은 누구야,토트넘의 41번은 벤 탕가나(Ben Tangana)입니다.
토트넘의 44번,토트넘의 44번은 제이컵 라이트(Jacob Wright)입니다.
토트넘의 44번은 누구야,토트넘의 44번은 제이컵 라이트(Jacob Wright)입니다.
토트넘의 45번,토트넘의 45번은 마이클 크레익 (Michael Craig)입니다.
토트넘의 45번은 누구야,토트넘의 45번은 마이클 크레익 (Michael Craig)입니다.
토트넘의 46번,토트넘의 46번은 라만 먼딘가 (Ramani Mwendi Mbingui)입니다.
토트넘의 46번은 누구야,토트넘의 46번은 라만 먼딘가 (Ramani Mwendi Mbingui)입니다.
토트넘의 47번,토트넘의 47번은 맥스 로웰 (Max Robwell)입니다.
토트넘의 47번은 누구야,토트넘의 47번은 맥스 로웰 (Max Robwell)입니다.
토트넘의 부주장은 누구야?,토트넘의 부주장은 해리 케인(Harry Kane)입니다.
토트넘의 UEFA 랭킹은 몇 위야?,토트넘의 UEFA 랭킹은 11위입니다.
토트넘의 역대 한국인 선수는 누구야?,토트넘의 역대 한국인 선수는 손흥민입니다(2015~현재).
토트넘의 클럽 앰버서더는 누구야?,"토트넘의 클럽 앰버서더는 게리 메이벌(Gary Mabbutt), 오스발도 아르딜레스(Ossie Ardiles), 레들리 킹(Ledley King), 그리고 데이비드 지놀라(David Ginola)입니다."
